lon	lat	2040_RCP45	2040_RCP85	2070_RCP45	2070_RCP85	2100_RCP45	2100_RCP85
12,56013966	35,52067947	11,25484615	-1,244446911	25,28058233	8,772109358	13,74430574	20,40169268
12,00601196	36,75085831	17,08258104	5,33654782	25,09861643	2,60623032	20,2515673	36,69178182
12,00847244	36,82233429	16,01384607	2,162165621	13,26850773	-0,55516559	9,175827454	21,82874798
14,70018387	36,72297287	9,476207555	14,29952881	10,6610947	5,319215346	18,7692017	54,96710416
14,78685951	36,71844482	1,814223282	15,80102135	6,641408544	5,294711238	15,69216676	36,68185896
14,96017551	36,70913696	18,5953309	14,27570635	5,991548509	15,41471914	20,29473988	31,9358654
15,04681587	36,70436096	26,50453075	16,11403228	18,51891939	22,71269779	26,76022757	29,4023977
14,532341	36,80314636	9,287125983	20,0139482	3,390415998	14,34141542	18,88662436	36,93848794
14,61914635	36,79877853	5,534057404	16,59395377	2,972591586	15,1181676	15,47874458	35,32589169
14,70593929	36,79432678	3,519225642	11,62054296	11,82627408	13,09873528	18,34933885	59,32948847
14,79272079	36,78979111	5,494956039	12,21546892	12,57647843	-1,790045697	26,10254106	63,16077513
14,87949085	36,78517151	10,92165574	6,560046542	10,45165382	3,348392267	27,85430761	43,97817069
14,96624851	36,7804718	5,889935754	6,260276444	8,206073491	6,689873607	23,93662221	38,43923101
15,05299282	36,77568817	25,01341955	16,96432967	8,869989837	12,15148108	27,82529167	34,43837966
14,45097351	36,87879944	15,36040727	21,85279597	8,366701904	14,31016705	7,202740113	42,47307946
14,53789616	36,8745079	4,381405046	10,32828128	1,645872569	8,180254289	11,97694624	23,57359437
14,6248064	36,87013245	8,089175754	12,52988851	-4,040634617	5,645361052	14,38746448	24,09320168
14,71170616	36,86567688	2,640939751	6,898056525	1,745243132	3,184327892	12,17714729	46,22100975
14,79859352	36,86113739	2,237508476	10,70603607	3,881588079	-0,918738943	16,49115547	58,32599097
14,88546848	36,85651398	6,136185042	10,20787741	9,576905143	1,781173777	24,12433357	58,77770574
14,972332	36,85180664	8,269564323	5,966334518	-0,236155759	-0,997694158	20,96177272	56,8458185
15,05918217	36,8470192	10,93228163	5,012905338	3,365521688	2,330457609	20,52452012	39,65423472
14,45643234	36,95016861	9,164764002	7,84382153	12,3935554	13,58230594	9,467501331	45,71271342
14,54346085	36,94586945	12,49826127	13,00656154	8,699306295	12,72993026	16,15727256	35,91498672
14,63047791	36,94149017	4,910809473	9,223757433	0,430883339	6,581270995	14,33131595	33,01699494
14,71748257	36,93702698	5,900020283	-0,317242607	-6,309062789	-0,9279716	9,805333534	36,36755945
14,80447578	36,93247986	4,800719344	-1,257550862	-1,639187573	-2,066519546	20,55838353	46,21195608
14,89145756	36,92785263	2,687838267	7,653300816	-6,215008432	-1,739901231	13,72445818	44,94353578
14,97842693	36,92314148	15,47463469	12,20354765	3,563186578	3,743184458	20,51947182	57,21738622
15,06538296	36,91834641	17,4441479	3,587702013	5,093294196	-2,743906343	20,6726906	48,31335681
15,15232658	36,91346741	11,81148488	14,2768039	7,437274163	18,06537707	19,40690674	32,32568032
14,37475586	37,02575302	13,19714604	17,8603516	12,33541767	16,41086582	14,0464318	56,2662869
14,46190166	37,02153397	11,34129242	9,432832967	11,60674017	10,02530703	8,221753722	44,847831
14,54903603	37,01723099	5,036594186	10,3260932	5,530452507	1,172782833	4,296079793	35,86497983
14,6361599	37,01284409	10,63897055	14,32523474	-0,146591162	3,580557773	10,39661479	27,42994202
14,72327042	37,00837708	5,491201569	4,184892846	-6,761673972	-5,361314758	8,279668785	25,68567593
14,81037045	37,00382614	5,316136981	4,491797725	-2,745400644	-0,604066862	14,30022114	41,03318516
14,89745808	36,99919128	2,367209021	14,51387819	3,211706933	-1,704141889	14,46396519	50,74329699
14,98453236	36,9944725	-0,67758557	12,42412117	-1,0160056	-4,546570062	18,30892926	44,34702167
15,07159519	36,98967361	19,26780924	15,28201646	8,112976921	3,548655771	10,30388801	49,91945405
15,15864468	36,9847908	9,651650112	7,301539208	14,29333805	7,953230659	14,94265903	34,92823124
15,24568176	36,97982407	8,648093987	13,16698441	6,232685891	9,105353533	18,29091179	18,98937626
13,94370556	37,11700058	23,35284518	26,12042561	25,90695815	23,3324146	39,58631216	70,69558525
14,03101158	37,11319351	22,78713346	16,46914589	12,15136595	17,34143689	27,80054766	65,06934058
14,11830616	37,10929871	27,25599353	19,99174299	17,52888949	11,10801534	31,32237933	76,57982873
14,2055912	37,10532379	22,97056271	18,50120067	16,08401101	11,98147479	28,32378428	70,50178125
14,29286575	37,10126495	14,72617261	13,42000746	8,354526342	12,72880641	15,70924001	68,32958893
14,38012886	37,09712601	14,64973708	15,34986213	14,79707629	11,33078581	16,73442162	51,99653691
14,46738148	37,09289932	6,568916215	12,40614686	4,961520762	5,359810065	5,246839612	39,63515493
14,55462265	37,08859253	17,97586274	15,40844849	12,38917515	7,760208924	12,09708964	30,91300294
14,64185238	37,08420181	14,62780859	19,33315474	2,548948305	5,911579658	13,69818199	23,18316896
14,72906971	37,07972717	4,888244191	1,321165853	-4,841057756	-8,784886407	-1,06841298	17,08225061
14,8162756	37,07516861	1,348179459	6,689142612	-3,33606331	-13,28852931	-0,552268325	28,53296246
14,90346909	37,07052994	-2,258400227	11,81573749	-3,307684479	0,464124931	-2,24980202	33,50175188
14,99065018	37,06580734	4,589678513	8,033053808	3,088527998	-0,298866169	-0,446296017	42,25070365
15,07781887	37,06100082	3,206080481	19,40083307	7,534511172	7,155775326	-3,158432216	36,04796623
15,16497517	37,05611038	20,44786464	16,76846977	14,52546649	11,94074101	11,85966568	33,37453754
15,25211811	37,05113983	12,70540772	19,18540332	13,29762043	18,48349967	17,29058187	31,33652189
13,68625832	37,19933701	3,74651189	5,125860058	1,556797643	0,931038475	10,42209695	36,72843586
13,77369976	37,19577408	4,509433553	3,329659914	-2,0039969	6,661671885	10,89402456	40,64349621
13,86113262	37,19212723	10,70773974	9,106763036	6,67506837	15,9616506	17,67103595	39,59593698
13,94855499	37,18839645	19,43081906	15,16566371	11,90095969	17,4134779	34,91744593	62,90571602
14,03596687	37,18458176	25,0687508	17,78646205	17,60539512	14,86241605	29,83677326	60,62905232
14,12336922	37,18068695	22,30185915	21,92138452	19,86427564	13,69449025	31,78538558	67,00136899
14,21076107	37,17670441	21,05694749	20,52485856	12,22922364	13,60727976	21,94909219	49,46048705
14,29814243	37,17264175	24,00039885	18,98282086	9,67949656	12,74670711	12,31164933	53,65361888
14,38551235	37,16849518	16,96209767	15,99717388	4,807276235	12,53762142	12,87783691	48,8601815
14,47287178	37,16426468	12,87729636	8,919074905	7,225469104	0,442930284	7,417633421	41,99893128
14,56021881	37,15995407	12,14872143	9,879160678	7,584694631	-0,951929042	5,820497138	31,24039177
14,64755535	37,15555573	12,39140556	11,10699851	10,9583219	-1,740140828	2,422174405	30,96800602
14,73487949	37,15107727	0,699599709	4,165908105	-2,27099585	-17,31998665	-8,144418279	14,86705102
14,82219219	37,14651489	-6,47831254	5,417624099	-7,320294222	-6,296818276	-7,923187588	10,39513648
14,90949249	37,14186859	-2,572626819	9,765016194	-4,628920832	-1,663558433	-5,789402153	18,14487544
14,99677944	37,13713837	4,2334386	15,46933109	1,978736224	8,896518042	1,63513179	40,93393782
15,08405495	37,13232803	11,27260859	20,91212362	9,363761305	14,44349042	4,900904844	38,42158141
15,1713171	37,12742996	19,11778816	23,22659269	20,93426754	17,92800722	11,49657484	42,89095975
13,6032362	37,27422714	-4,771487072	0,098666077	2,264412394	-1,16075362	13,89231386	26,39811433
13,69079494	37,27074432	1,270374693	2,236318355	2,378632971	6,549209939	10,43353636	31,09741339
13,77834415	37,26717758	5,310353022	0,879915365	-4,671318938	7,064370152	7,272807813	29,53578605
13,86588287	37,26352692	11,24947158	6,151221538	-4,433276702	8,180498731	11,83123184	35,65837905
13,95341301	37,25979233	21,27851835	11,61526265	3,38642078	15,69770022	20,29907763	44,06867172
14,04093266	37,25597382	25,1051414	17,16926102	8,268185317	14,29753109	23,48885067	45,16187292
14,12844181	37,25207138	19,73648493	13,9798668	7,323912977	16,1689494	16,096657	37,3781478
14,21594048	37,24808502	19,59655905	17,44243847	8,896253318	12,37039722	12,40398961	35,84715512
14,30342865	37,24401855	25,05358146	20,1352032	14,21093724	10,20723092	16,78719164	43,8715474
14,39090538	37,23986816	21,08670363	24,14228406	12,59892449	5,630763204	18,19812794	55,80771869
14,47837162	37,23563004	22,15700739	18,0151074	9,396015975	2,938846464	16,19103841	36,32684441
14,56582642	37,2313118	23,66126432	19,95093705	12,62710527	2,692143529	6,230460308	33,62186476
14,65326881	37,22691345	18,47353805	19,61293138	8,105911729	-2,031455384	5,445954567	24,83882414
14,74070072	37,22242737	10,65961805	8,937446713	1,110945993	-7,023975155	-2,828506986	13,6161306
14,82811928	37,21785736	5,564654078	6,272964313	4,031682504	0,540497398	5,090444994	17,73911487
14,91552639	37,21320724	4,507436282	8,626844132	-0,673247496	-0,398643449	7,506156472	18,4817381
15,00292015	37,20847321	-1,3324669	8,174017548	-3,925787399	4,387131131	7,367447626	20,11827758
15,09030247	37,20365524	10,36684139	17,77752833	4,210906562	5,511975105	9,042271585	28,63326827
15,17767048	37,19875336	14,87701547	14,05901437	19,49336387	9,987802273	8,284572859	49,20235869
13,43231392	37,3523674	-3,842769255	3,054377078	0,759496779	2,193228066	16,59043663	17,78169329
13,51999855	37,3490448	-3,499554527	2,553452197	-0,267035452	0,02213198	14,11672085	18,72454081
13,60767365	37,34564209	-0,287980684	5,580404105	4,139369097	3,983466229	19,10233619	24,09795178
13,69534016	37,34215164	4,958752133	5,834776369	-1,581185342	7,858951901	8,16018315	31,43373213
13,78299618	37,33858109	9,697905484	4,177234064	-0,733522287	8,66626809	5,760792407	27,43189569
13,87064362	37,33492661	14,76504913	6,559868167	-5,650037175	9,9355221	13,62027159	31,26822578
13,95828056	37,3311882	20,82108582	13,20738529	3,026701991	7,99430464	23,8862102	37,12142149
14,04590702	37,32736206	26,96135809	19,45936007	7,694242736	14,4494478	28,20021226	40,06309179
